"","X","ï..FIPS","State","County","PCT_LACCESS_POP15","GROCPTH14","SNAPSPTH16","FFRPTH14","FSRPTH14","PCT_SNAP16","METRO13","MEDHHINC15","POVRATE15","PCT_DIABETES_ADULTS13","PCT_OBESE_ADULTS13","X2010.Census.Population","POV_QUARTILE"
"167",1621,30045,"MT","Judith Basin",60.38143151,1.004520342,1.030927835,0,1.506780512,11.29944749,0,45472,13.8,8.7,28.8,2072,2
"168",2605,48163,"TX","Frio",9.767570183,0.107927257,0.91000211,0.755490799,0.431709028,13.51433657,0,38809,29.3,8.6,27.5,17217,2
"169",1314,26165,"MI","Wexford",10.010085,0.212856535,1.067957262,0.729793833,0.851426139,14.74092241,0,42922,14.8,11.2,30.2,32735,2
"170",1620,30043,"MT","Jefferson",11.73828826,0.259560478,0.506200962,0.259560478,0.865201592,11.29944749,0,62508,9.8,8.6,27.5,11406,2
"171",2612,48177,"TX","Gonzales",25.55467983,0.195484312,0.890176918,0.684195093,0.684195093,13.51433657,0,43519,16.4,12,29.5,19807,2
"172",1036,21085,"KY","Grayson",22.67229327,0.190883408,1.308050718,0.649003589,0.343590135,14.4939772,0,37057,22.9,14.7,36.5,25746,2
"173",2342,45051,"SC","Horry",14.2404802,0.180703539,1.090715244,0.970444932,1.746800878,15.46667193,1,47083,16.7,11.1,29.8,269291,2
"174",655,17119,"IL","Madison",35.8125532,0.153811525,0.833461896,0.701530612,0.772809124,14.36481192,1,52969,12.9,10,32.3,269282,2
"175",2824,51007,"VA","Amelia",16.46385993,0.077790743,0.690518599,0.311162972,0.311162972,9.731570193,1,53078,11.1,11.8,29,12690,2
"176",462,13151,"GA","Henry",33.28365569,0.121569746,0.739135794,0.710715438,0.565766895,16.41494763,1,65437,9.9,13.5,33.1,203922,2
"177",596,17001,"IL","Adams",15.41878121,0.149280468,0.720958875,0.477697498,0.850898668,14.36481192,0,47264,13.4,10.1,37,67103,2
"178",884,19189,"IA","Winnebago",17.64848727,0.284117814,1.191484025,0.378823752,1.136471257,12.08335234,0,48408,10.8,9.7,28.6,10866,2
"179",1409,28015,"MS","Carroll",40.92440047,0.097522918,0.593206566,0,0.292568754,18.56717545,0,39439,19,16.8,34.2,10597,2
"180",189,6005,"CA","Amador",14.01342702,0.326601709,0.911733497,0.381035327,1.088672364,10.96172519,0,55879,13.1,10.2,25.5,38091,2
"181",554,16005,"ID","Bannock",28.82256379,0.119980323,0.702205577,0.755876036,0.659891778,10.90800528,1,43298,22.3,10,28.1,82839,2
"182",301,8111,"CO","San Juan",99.24281023,1.388888889,1.44092219,5.555555556,13.88888889,8.549519948,0,43489,15.6,6.7,19.3,699,2
"183",2770,48493,"TX","Wilson",4.373064644,0.107753976,0.513957646,0.431015904,0.560320676,13.51433657,1,68805,9.4,9.7,31.4,42918,2
"184",591,16079,"ID","Shoshone",8.959027773,0.484261501,1.110932648,0.645682002,1.291364003,10.90800528,0,37497,21.1,10.2,31.1,12765,2
"185",550,15007,"HI","Kauai",39.20858911,0.312167435,0.642102486,0.908123448,1.319616885,12.21876341,0,70122,11.2,8.3,20.6,67091,2
"186",2807,50001,"VT","Addison",2.356941181,0.405306817,0.694463234,0.459347726,0.756572726,12.51148746,0,58408,8.9,6.7,23,36821,2
"187",2480,47103,"TN","Lincoln",14.7576722,0.148645836,0.92138505,0.624312513,0.683770848,16.30435077,0,43694,16,14.2,32.1,33361,2
"188",2552,48057,"TX","Calhoun",36.16301453,0.091755746,1.157143941,0.642290223,0.963435335,13.51433657,0,50873,16.8,11.6,29.1,21381,2
"189",224,6075,"CA","San Francisco",0.555577206,0.425821936,0.55097083,1.083910383,2.220608609,10.96172519,1,90527,12.4,7.9,16.1,805235,2
"190",2818,50023,"VT","Washington",12.30025478,0.440692905,1.076849446,0.559340995,1.135631716,12.51148746,0,56333,9.3,8.3,23,59534,2
"191",1939,37097,"NC","Iredell",15.27967062,0.1679916,0.810605535,0.845957702,0.809959502,15.44057095,1,55848,14.2,10.4,29.1,159437,2
"192",193,6013,"CA","Contra Costa",19.10101116,0.176363828,0.459933852,0.579481148,0.676661217,10.96172519,1,83036,10.2,9.4,25,1049025,2
"193",952,20127,"KS","Morris",32.959461,0.175500176,0.538309708,0.877500878,1.053001053,8.597012543,0,49720,10.8,12.3,35.1,5923,2
"194",1570,29173,"MO","Ralls",8.931959179,0.195026816,0.782472613,0.097513408,0.195026816,12.8651075,0,51015,11.5,13,32.6,10167,2
"195",2005,38029,"ND","Emmons",44.57268507,1.168907072,2.092050209,0.584453536,0.876680304,7.195442455,0,46952,13.9,11.3,30.9,3550,2
"196",1699,31089,"NE","Holt",25.42825326,0.672882822,1.073170732,0.480630587,1.345765645,9.12645062,0,50434,11.9,8.9,30.2,10435,2
"197",2317,45001,"SC","Abbeville",1.106041998,0.200280393,0.780663665,0.360504707,0.360504707,15.46667193,0,35932,19.1,17,35.2,25417,2
"198",1072,21157,"KY","Marshall",3.36870533,0.258456369,0.895371699,0.67844797,0.807676154,14.4939772,0,49771,12.1,11.1,34.1,31448,2
"199",400,13025,"GA","Brantley",4.339335089,0.217190639,1.275765005,0.325785959,0.162892979,16.41494763,1,37709,21.6,10.9,33.1,18411,2
"200",1383,27137,"MN","St. Louis",25.61381809,0.179149934,0.773827383,0.567308123,0.816127475,8.677720386,1,50141,13.4,9.8,27.1,200226,2
"201",908,20039,"KS","Decatur",27.8696523,0.343878955,0.706214689,0.343878955,0.687757909,8.597012543,0,43919,12.3,12.5,36.1,2961,2
"202",2792,49029,"UT","Morgan",0.409809265,0.094268477,0.262306549,0.377073906,0.377073906,7.223609465,1,81358,4.8,8.3,22,9469,2
"203",1747,31185,"NE","York",20.16422107,0.215563699,0.658498864,1.005963929,0.934109363,9.12645062,0,59500,10.1,8.4,33.6,13665,2
"204",1108,21229,"KY","Washington",17.24864811,0.334476127,0.916126562,0.585333222,0.250857095,14.4939772,0,45143,17.1,13.2,32.9,11717,2
"205",1071,21155,"KY","Marion",1.55964413,0.099965012,0.859151263,0.699755086,0.499825061,14.4939772,0,41189,20.5,11.1,30.6,19820,2
"206",766,18137,"IN","Ripley",2.546396886,0.280731305,0.751115117,0.526371197,0.701828263,10.90555134,0,51553,10.6,13.7,32.7,28818,2
"207",565,16027,"ID","Canyon",19.31212827,0.108298095,0.554248662,0.536567836,0.393811256,10.90800528,1,44585,15.9,9.5,33.4,188923,2
"208",2657,48267,"TX","Kimble",25.02396684,0.450653447,1.130454443,0.901306895,0.901306895,13.51433657,0,37448,20,11.6,28.4,4607,2
"209",13,1025,"AL","Clarke",22.11483889,0.20044097,1.680878977,1.042293045,0.60132291,16.97643575,0,37317,22.2,16.3,38.2,25833,2
"210",2061,39035,"OH","Cuyahoga",19.5322337,0.23336519,0.928081117,0.874722581,0.762802541,13.7918164,1,45506,18.2,12,30,1280122,2
"211",1103,21219,"KY","Todd",0.47552418,0.239616613,0.677782296,0.399361022,0.399361022,14.4939772,0,40963,19.3,12.2,33.7,12460,2
"212",2583,48119,"TX","Delta",7.210911711,0,0.958772771,0.190912562,0.381825124,13.51433657,0,42846,18.5,11.9,28,5231,2
"213",2960,53011,"WA","Clark",20.5002945,0.130818079,0.558864969,0.538793103,0.576486448,13.76915477,1,64282,10.6,9.6,29.9,4078,2
"214",1527,29087,"MO","Holt",99.51349343,0.442869796,0.899280576,0.664304694,1.771479185,12.8651075,0,42845,13.7,11.5,32.5,4912,2
"215",1467,28131,"MS","Stone",21.60807174,0.0559441,0.953068325,0.783216783,0.391608392,18.56717545,0,42295,20.5,12.4,35.8,17786,2
"216",153,5083,"AR","Logan",9.26025399,0.091082977,0.734214391,0.592039348,0.409873395,13.64746166,0,37924,20.5,13.8,37.5,22353,2
"217",436,13099,"GA","Early",10.11662572,0.381279192,1.652319696,0.47659899,1.334477171,16.41494763,0,31935,26.5,15.6,31.5,11008,2
"218",706,18017,"IN","Cass",4.017449251,0.15609553,0.922363358,0.806493574,0.494302513,10.90555134,0,45575,13.1,9.8,33.7,38966,2
"219",1293,26123,"MI","Newaygo",5.729119711,0.167014614,1.034322111,0.584551148,0.563674322,14.74092241,0,45086,16.3,10.6,34,48460,2
"220",206,6039,"CA","Madera",20.86425028,0.245878303,0.893682489,0.50469757,0.342935528,10.96172519,1,46593,22.6,7.9,26.5,150865,2
"221",595,16087,"ID","Washington",20.91342558,0.19958088,0.78647267,0.59874264,0.898113961,10.90800528,0,38592,17.1,11.2,30.3,10198,2
"222",155,5087,"AR","Madison",24.26352701,0.254129606,0.580720093,0.190597205,0.698856417,13.64746166,1,41007,18.8,11.8,34,15717,2
"223",1535,29103,"MO","Knox",19.30865516,0.25,1.016776817,0,0.75,12.8651075,0,40356,18.7,10.9,31.7,4131,2
"224",893,20009,"KS","Barton",23.0248572,0.146065364,0.955493308,0.69381048,0.839875844,8.597012543,0,50558,14.4,9.5,35.4,27674,2
"225",2319,45005,"SC","Allendale",16.70659491,0.206291903,1.53860328,0.206291903,0.206291903,15.46667193,0,27089,41,19.2,41.1,10419,2
"226",1519,29071,"MO","Franklin",10.98463978,0.205712942,0.656372158,0.607342972,0.617138827,12.8651075,1,50438,11.4,10.5,30.4,101492,2
"227",2526,48005,"TX","Angelina",24.1178868,0.102564103,0.703375061,0.729344729,0.535612536,13.51433657,0,45428,17.9,12.9,37.5,86771,2
"228",21,1041,"AL","Crenshaw",37.96178978,0.214638334,1.323702053,0.357730557,0.429276669,16.97643575,0,36759,19.9,16.5,39.7,13906,2
"229",2214,41011,"OR","Coos",11.30285169,0.272108844,1.066482646,0.672268908,1.040416166,17.72200324,0,38934,18.7,12.8,30.4,63043,2
"230",2806,49057,"UT","Weber",25.2075634,0.141386839,0.487760543,0.602973282,0.544755172,7.223609465,1,58786,12.4,8.3,28.4,231236,2
"231",2866,51093,"VA","Isle of Wight",16.44638652,0.138861888,0.756002478,0.555447552,0.638764685,9.731570193,1,67480,9.9,12.6,29.3,35270,2
"232",1087,21187,"KY","Owen",10.15657906,0.187881635,0.970995427,0.469704086,0.281822452,14.4939772,0,43686,16.9,11.4,30,10841,2
"233",1806,35019,"NM","Guadalupe",38.23432562,0,2.570840951,0.223813787,1.342882722,22.76369944,0,31710,23.9,8.4,27.3,4687,2
"234",629,17067,"IL","Hancock",38.44182571,0.215470804,1.067106116,0.538677009,0.269338505,14.36481192,0,48213,12.7,11.2,28.6,19104,2
"235",358,12077,"FL","Liberty",25.85979696,0.358851675,1.310655938,0,0.4784689,15.6503653,0,39623,22.6,13.4,39.6,8365,2
"236",2982,53055,"WA","San Juan",0.240979131,0.811738995,0.596731746,0.936621917,2.18545114,13.76915477,0,59859,11.5,10.2,20.7,116901,2
"237",470,13167,"GA","Johnson",8.875248962,0.206164313,1.262493425,0.618492939,0.206164313,16.41494763,0,30794,30.2,12.7,34,9980,2
"238",34,1067,"AL","Henry",4.655371795,0.17452007,0.873922163,0.581733566,0.639906923,16.97643575,1,42501,17,18.7,35.8,17302,2
"239",2487,47117,"TN","Marshall",12.19391104,0.159902779,1.065329782,0.607630561,0.319805558,16.30435077,0,46788,13.8,14.4,31.3,30617,2
"240",743,18091,"IN","LaPorte",25.45768862,0.170489214,0.896089927,0.628118158,0.798607372,10.90555134,1,47401,15.7,10.8,35,111467,2
"241",616,17041,"IL","Douglas",9.865965972,0.502790487,1.052810324,0.854743828,1.005580974,14.36481192,0,53213,10.2,10.8,30.5,19980,2
"242",2592,48137,"TX","Edwards",31.8685539,0.532197978,1.569858713,0.532197978,0.532197978,13.51433657,0,37567,22.2,11.8,27.1,2002,2
"243",2711,48375,"TX","Potter",20.94449837,0.131549738,1.022080244,0.953735601,0.90440445,13.51433657,1,40353,22.4,8.9,31,121073,2
"244",145,5067,"AR","Jackson",17.26879469,0.171096156,1.238797592,0.513288468,0.456256416,13.64746166,0,32571,27.5,12.9,37.2,17997,2
"245",1201,24017,"MD","Charles",29.4897776,0.135705377,0.517316086,0.781921459,0.432964775,12.14795044,1,87941,7.1,11.4,36,146551,2
"246",2686,48325,"TX","Medina",23.72044456,0.125276653,0.713565868,0.584624379,0.689021589,13.51433657,1,52831,14.8,11.2,32.2,46006,2
"247",66,1131,"AL","Wilcox",42.82029621,0.630744278,1.744644699,0.450531627,0.450531627,16.97643575,0,23014,33.2,19.3,44.9,11670,2
"248",2646,48245,"TX","Jefferson",23.14283633,0.166511388,0.968539482,0.705691121,0.54314429,13.51433657,1,47620,16.9,10.8,33.2,252273,2
"249",440,13107,"GA","Emanuel",26.22100414,0.131839156,1.649363081,0.527356625,0.659195781,16.41494763,0,31772,27,11.6,36.3,22598,2
"250",1051,21115,"KY","Johnson",16.75670108,0.17195426,1.425276351,0.902759866,0.472874215,14.4939772,0,36051,25.9,15.3,37.2,23356,2
"251",1913,37045,"NC","Cleveland",16.68974238,0.175120524,1.262730242,0.618072438,0.659277267,15.44057095,0,40237,19.8,12.4,30.9,98078,2
"252",1703,31097,"NE","Johnson",25.96147105,0.192864031,0.580158577,0.385728062,1.157184185,9.12645062,0,47382,13.2,9.2,30.3,5217,2
"253",2028,38075,"ND","Renville",58.98544207,0.386548125,0.392156863,0.77309625,0.77309625,7.195442455,0,65651,7.6,10.8,31.6,2470,2
"254",150,5077,"AR","Lee",45.30245189,0.101419878,1.396348013,0.304259635,0.101419878,13.64746166,0,28481,35.9,13.1,35.7,10424,2
"255",782,18169,"IN","Wabash",10.47159378,0.217040804,0.881556577,0.806151556,0.651122411,10.90555134,0,48223,12,13.9,31.6,32888,2
"256",2984,53059,"WA","Skamania",4.293874458,0.176366843,0.724008109,0.352733686,0.793650794,13.76915477,1,53733,14.5,9.1,28.1,713335,2
"257",2446,47035,"TN","Cumberland",19.19198045,0.155212555,1.086863865,0.586358541,0.60360438,16.30435077,0,39472,16.7,18.2,29.2,56053,2
"258",781,18167,"IN","Vigo",33.93488613,0.157152762,0.820740411,0.859718049,0.850473769,10.90555134,1,39635,20.4,11.5,32.8,107848,2
"259",424,13075,"GA","Cook",12.8899219,0.232369002,1.499970874,0.755199256,0.290461252,16.41494763,0,34505,24.1,12.2,31.4,17212,2
"260",1286,26109,"MI","Menominee",40.81007077,0.210845914,0.816116146,0.506030193,1.096398752,14.74092241,0,42591,16.9,10.7,34.4,24029,2
"261",1805,35017,"NM","Grant",34.49022579,0.171844927,0.907590759,0.756117679,0.859224636,22.76369944,0,39792,20.5,9.7,21.8,29514,2
"262",1421,28039,"MS","George",9.935904209,0.085825859,1.062108743,0.514955156,0.472042226,18.56717545,0,48212,17.1,13.1,34.2,22578,2
"263",2645,48243,"TX","Jeff Davis",29.42925018,0.907441016,0.909090909,0.453720508,1.361161525,13.51433657,0,47654,13.3,12.4,26.2,2342,2
"264",2041,38101,"ND","Ward",33.33184145,0.129712902,0.40117742,0.691802145,0.6773896,7.195442455,0,61170,8.4,7.8,30.8,61675,2
"265",1781,34013,"NJ","Essex",7.748551707,0.480066556,0.762001922,0.69370874,0.687425147,9.742132261,1,52206,16.8,10.7,28.7,783969,2
"266",1556,29145,"MO","Newton",14.75253725,0.102392573,0.806442453,0.460766579,0.426635721,12.8651075,1,46125,14.5,9.3,32,58114,2
"267",483,13193,"GA","Macon",17.16963109,0.290023202,1.592317224,0.507540603,0.145011601,16.41494763,0,30696,33.5,13.5,36.4,14740,2
"268",2912,51193,"VA","Westmoreland",5.8036023,0.28609029,1.151091405,0.228872232,1.029925044,9.731570193,0,47581,14.1,13.5,30.7,17454,2
"269",2894,51155,"VA","Pulaski",15.03348373,0.174814987,1.106140787,0.961482431,0.378765806,9.731570193,1,48218,15,13.7,33,34872,2
"270",1693,31077,"NE","Greeley",99.96318269,0.805801773,0.8336807,0,1.208702659,9.12645062,0,44920,12.2,9.6,32.4,2538,2
"271",610,17029,"IL","Coles",15.37545209,0.150037509,0.724388489,0.731432858,0.825206302,14.36481192,0,42613,21.8,8.9,26.3,53873,2
"272",2761,48475,"TX","Ward",10.73516396,0.086021505,0.854885057,0.516129032,1.290322581,13.51433657,0,57570,12.8,9.7,28.5,10658,2
"273",520,13269,"GA","Taylor",4.607214831,0.236910685,1.57920311,0.710732054,0.118455342,16.41494763,0,32041,27.3,14.5,28.8,8906,2
"274",3083,55069,"WI","Lincoln",12.99230709,0.175481697,0.854180107,0.526445092,1.052890184,12.44343891,0,51406,9.8,9.5,32.8,81442,2
"275",1890,36123,"NY","Yates",2.059075201,0.39669946,0.775722559,0.555379245,0.912408759,15.01708585,1,46392,13.6,9.5,26.6,25348,2
"276",978,20179,"KS","Sheridan",32.08693504,0.787711698,1.029626677,0.393855849,0.787711698,8.597012543,0,51221,10.9,11.8,31.5,2556,2
"277",1076,21165,"KY","Menifee",1.495962513,0.159058374,1.118393675,0.159058374,0.159058374,14.4939772,0,34299,26.8,12.3,33.3,6306,2
"278",2086,39085,"OH","Lake",34.12905053,0.165772368,0.731217977,0.785237534,0.772150242,13.7918164,1,60782,8.3,11.2,26.7,230041,2
"279",2180,40097,"OK","Mayes",10.53556279,0.147001176,1.028429456,0.73500588,0.808506468,15.51297406,0,46373,18.5,13.8,34.7,41259,2
"280",2935,51680,"VA","Lynchburg",16.58068651,0.202411224,1.027485497,1.02470682,0.986754716,9.731570193,1,39939,23.1,11.3,27.1,37821,2
"281",445,13117,"GA","Forsyth",26.50110965,0.176209729,0.496586112,0.636312909,0.636312909,16.41494763,1,97886,6.3,10.8,29.4,175511,2
"282",704,18013,"IN","Brown",3.077083204,0.267343938,0.396772175,0.267343938,0.802031814,10.90555134,1,53801,11.4,12.6,30.6,15242,2
"283",10,1019,"AL","Cherokee",0.398331982,0.192034413,1.256883706,0.576103238,0.422475708,16.97643575,0,39144,19.4,13.3,33.6,25989,2
"284",2553,48059,"TX","Callahan",29.54794335,0.148005624,0.916546068,0.666025309,0.148005624,13.51433657,1,44450,13,11,28.4,13544,2
"285",2851,51063,"VA","Floyd",27.54180543,0.192579278,0.847583328,0.256772371,0.770317114,9.731570193,1,48448,11.9,9.5,26.5,15279,2
"286",1221,25007,"MA","Dukes",7.120600087,0.691403549,0.49769995,1.382807098,3.457017746,11.36341916,0,64456,8.5,8,22,16535,2
"287",1139,22051,"LA","Jefferson",11.93468191,0.224917148,0.916332015,0.856062206,0.794095236,19.48120605,1,49503,16.3,11.6,35.4,432552,2
"288",3046,54105,"WV","Wirt",0.330173457,0.342172797,0.703295441,0,0.684345595,19.421201,1,42309,17.9,14.8,36.9,86956,2
"289",2980,53051,"WA","Pend Oreille",33.87580155,0.385059684,0.927125403,0.385059684,1.001155179,13.76915477,1,41526,19.6,13.9,28.8,795225,2
"290",2369,46015,"SD","Brule",31.37709764,0.376718779,1.002290951,0.941796949,0.753437559,11.06436622,0,50604,12.7,10.1,34.4,5255,2
"291",1207,24029,"MD","Kent",0.014976599,0.454086781,1.38536915,0.706357215,1.362260343,12.14795044,0,52274,14.8,9.9,28.1,20197,2
"292",417,13061,"GA","Clay",74.00106872,0.644745326,1.931567329,0,0.644745326,16.41494763,0,25941,34.3,17.2,29.8,3183,2
"293",1754,32013,"NV","Humboldt",30.42653217,0.231494878,0.776827772,0.636610915,1.041726952,14.93273262,0,68060,9.4,6.8,25.7,16528,2
"294",1866,36075,"NY","Oswego",10.67621727,0.190219414,0.83342438,0.777418474,0.769148065,15.01708585,1,49391,17.4,10.7,29.2,122109,2
"295",1625,30053,"MT","Lincoln",15.67273098,0.418300654,1.038475518,0.418300654,1.307189542,11.29944749,0,37281,20.3,11.7,28.8,19687,2
"296",1639,30081,"MT","Ravalli",4.550113931,0.292468925,0.607853387,0.414330977,0.999268828,11.29944749,0,48468,14.9,8.9,23.3,40212,2
"297",1248,26033,"MI","Chippewa",20.2743799,0.339239581,0.872565652,0.574097753,0.991623392,14.74092241,0,42473,19.7,12.1,34.6,38520,2
"298",54,1107,"AL","Pickens",2.679725717,0.196415419,1.23007282,0.392830837,0.294623128,16.97643575,1,33160,24.3,16.4,36.4,19746,2
"299",2670,48293,"TX","Limestone",19.05250491,0.212548886,0.933895801,0.46760755,0.680156436,13.51433657,0,40655,19.1,11.8,33.9,23384,2
"300",1623,30049,"MT","Lewis and Clark",23.69154324,0.151846453,0.69359809,0.652939747,1.017371234,11.29944749,0,56755,12.2,7.7,24.3,63395,2
"301",634,17077,"IL","Jackson",21.99840575,0.234596243,0.874808901,0.603247482,0.804329976,14.36481192,1,36613,23.5,9,31.5,60218,2
"302",2803,49051,"UT","Wasatch",4.710306607,0.144331385,0.42310884,0.793822617,0.577325539,7.223609465,0,75112,6.9,6.5,23,23530,2
"303",886,19193,"IA","Woodbury",25.79036598,0.185780915,0.862692444,0.928904577,0.77245749,12.08335234,1,50774,14,10.1,34.3,102172,2
"304",1082,21177,"KY","Muhlenberg",5.060641616,0.256352741,0.915839457,0.672925946,0.544749575,14.4939772,0,40272,19.4,12.4,37.8,31499,2
"305",966,20155,"KS","Reno",23.81228215,0.172430009,0.639301909,0.893500956,0.501614572,8.597012543,0,47178,13.1,11.9,35.7,64511,2
"306",2934,51678,"VA","Lexington",6.16515241,0.410340583,0.709723208,1.367801942,1.778142525,9.731570193,0,44392,22.9,8.1,26,75568,2
"307",3119,55139,"WI","Winnebago",20.64468941,0.088489833,0.616099424,0.542737639,0.725616627,12.44343891,1,52725,11.3,8.6,31.9,74749,2
"308",1228,25021,"MA","Norfolk",31.69454253,0.171902221,0.489710228,0.680386101,0.868178443,11.36341916,1,93187,7.1,8.6,20.5,670850,2
"309",1893,37005,"NC","Alleghany",3.861072369,0.27576064,0.983284169,0.367680853,1.286882986,15.44057095,0,36113,22.9,12.8,27.1,11155,2
"310",977,20177,"KS","Shawnee",24.35548903,0.156945394,0.592210883,0.795937356,0.538098494,8.597012543,1,51316,14.2,10.7,32.9,177934,3
"311",2299,42109,"PA","Snyder",6.910703883,0.272797163,0.778392804,0.669593036,0.917590457,14.55564736,0,49803,11.7,9.9,32.5,39702,3
"312",1583,29201,"MO","Scott",23.08820267,0.282754543,0.802254054,0.539804128,0.719738838,12.8651075,0,40285,18.1,12.6,36.5,39191,3
"313",2496,47135,"TN","Perry",25.00038709,0.255689082,0.878955299,0.511378164,0.383533623,16.30435077,0,34445,22.3,16.3,31.4,7915,3
"314",1259,26055,"MI","Grand Traverse",18.55118163,0.264369589,0.803614091,0.826154965,1.024432156,14.74092241,0,54874,8.5,9,26.8,86986,3
"315",1691,31073,"NE","Gosper",64.2549527,0.507614213,0.507356672,0.507614213,0.507614213,9.12645062,0,56882,9.1,9.9,34.4,2044,3
"316",818,19057,"IA","Des Moines",28.13875407,0.149049807,0.962530512,0.794932307,0.770090672,12.08335234,0,50125,14.7,11.1,31.3,40325,3
"317",364,12087,"FL","Monroe",27.98934751,0.311138768,0.919989377,0.907488073,2.800248911,15.6503653,0,58332,11.3,8.6,22,73090,3
"318",1541,29115,"MO","Linn",26.53994423,0.24368451,1.027622493,0.48736902,0.56859719,12.8651075,0,39618,17.4,12.2,30.6,12761,3
"319",3136,56031,"WY","Platte",20.7550381,0.340947835,0.902457757,0.568246392,1.477440618,5.81775266,0,51863,11.7,8.8,28,29116,3
"320",2619,48191,"TX","Hall",24.45472034,0.317762949,1.593371574,1.271051795,1.588814744,13.51433657,0,32158,25.5,12.4,29.1,3353,3
"321",469,13165,"GA","Jenkins",4.088378246,0.109589041,1.535013373,0.657534247,0.328767123,16.41494763,0,29924,35.9,12.1,29.9,8340,3
"322",392,13009,"GA","Baldwin",16.59503664,0.152475549,1.419531573,0.871288854,0.653466641,16.41494763,0,38015,26,14,36.8,45720,3
"323",501,13231,"GA","Pike",0.028419648,0.112460639,0.640989911,0.224921278,0.281151597,16.41494763,1,56233,11.7,11.7,26.2,17869,3
"324",1176,22125,"LA","West Feliciana",42.08798124,0.194729326,0.619134515,0.259639102,0.519278203,19.48120605,1,56680,23.9,12.2,34.5,15625,3
"325",1384,27139,"MN","Scott",18.29115,0.114554098,0.357855419,0.551291597,0.357981557,8.677720386,1,92898,5.1,5.7,24.6,129928,3
"326",691,17191,"IL","Wayne",20.04045519,0.181345584,1.00126047,0.30224264,0.846279393,14.36481192,0,47995,12.8,10.3,29.2,16760,3
"327",669,17147,"IL","Piatt",3.031813251,0.182581705,0.603864734,0.365163411,0.669466253,14.36481192,1,65122,6.5,10.7,29,16729,3
"328",1204,24023,"MD","Garrett",3.258577783,0.202163146,1.163976211,0.84234644,0.943428013,12.14795044,0,46469,13.6,12.2,30.6,30097,3
"329",1787,34025,"NJ","Monmouth",32.31046055,0.25743748,0.539003738,0.842233731,1.09013649,9.742132261,1,86722,7.5,8.9,23.2,630380,3
"330",2629,48211,"TX","Hemphill",10.59745629,0.23923445,1.190764511,0.717703349,0.956937799,13.51433657,0,71177,8.6,9.4,26.8,3807,3
"331",3014,54041,"WV","Lewis",5.383564877,0.243694407,1.318290514,1.096624832,0.487388814,19.421201,0,39601,20.6,14.2,35.9,21720,3
"332",236,6099,"CA","Stanislaus",11.74443275,0.25188112,0.850167418,0.633462219,0.541356436,10.96172519,1,51949,19.5,9.7,32.6,514453,3
"333",1003,21019,"KY","Boyd",21.56550906,0.143348624,1.02322779,1.249180865,0.59387287,14.4939772,1,43406,20.5,15.7,38.5,49542,3
"334",172,5121,"AR","Randolph",32.0700913,0.284559786,0.768951551,0.455295658,0.569119572,13.64746166,0,34730,17.6,12.7,35.3,17969,3
"335",346,12053,"FL","Hernando",36.0515991,0.130789571,0.670458793,0.466293253,0.60845583,15.6503653,1,43103,14.3,13.4,32.1,172778,3
"336",1568,29169,"MO","Pulaski",34.19831196,0.093569878,0.664716831,0.542705292,0.561419268,12.8651075,0,46756,16.2,8.5,28.4,52274,3
"337",846,19113,"IA","Linn",24.81828978,0.12858724,0.695130552,0.734784226,0.84500186,12.08335234,1,58142,11,10.3,31,211226,3
"338",1169,22111,"LA","Union",17.1871529,0.177470163,0.956107973,0.266205244,0.177470163,19.48120605,1,38741,21.9,15.6,34.4,22721,3
"339",1214,24043,"MD","Washington",24.80901396,0.160456767,0.690322838,0.735426848,0.615084273,12.14795044,1,55270,12,12.8,33.8,147430,3
"340",2334,45035,"SC","Dorchester",19.1536675,0.114502017,0.667650801,0.505155958,0.437801831,15.46667193,1,55595,13.6,10.4,33.9,136555,3
"341",2216,41015,"OR","Curry",12.28432862,0.358182225,1.038318731,0.671591672,1.567047235,17.72200324,0,38126,17.2,11.9,29.9,22364,3
"342",958,20139,"KS","Osage",12.52107617,0.125502008,0.925750594,0.251004016,0.815763052,8.597012543,1,48364,12.7,11.5,37.1,16295,3
"343",1153,22079,"LA","Rapides",34.5366224,0.113217801,1.079235385,0.762333192,0.46796691,19.48120605,1,42758,21.6,13.2,35.7,131613,3
"344",115,5007,"AR","Benton",15.60801297,0.123802724,0.539765871,0.660281197,0.631393895,13.64746166,1,60294,10.8,9.6,30.1,221339,3
"345",200,6027,"CA","Inyo",41.12828133,0.217273221,0.840498236,0.760456274,1.629549158,10.96172519,0,51697,12.4,9.4,23.3,18546,3
"346",2359,45085,"SC","Sumter",25.30123264,0.176057969,1.285740003,0.537440117,0.611569788,15.46667193,1,41058,19.6,14.3,34.4,107456,3
"347",497,13223,"GA","Paulding",24.67216908,0.100679925,0.525161773,0.422855685,0.37587172,16.41494763,1,62658,8.8,11,28.6,142324,3
"348",672,17153,"IL","Pulaski",20.84293692,0.515907137,1.794506733,0.343938091,0.343938091,14.36481192,0,35135,24.7,12.1,27.3,6161,3
"349",825,19071,"IA","Fremont",75.46749173,0.42722871,0.87529976,0.42722871,0.996866989,12.08335234,0,55421,12.1,9.5,32.9,7441,3
"350",2313,44003,"RI","Kent",28.11453699,0.127174071,0.749733721,0.884162589,1.029504384,16.09341307,1,65332,8.7,9.9,28.8,166158,3
