"","X","ï..FIPS","State","County","PCT_LACCESS_POP15","GROCPTH14","SNAPSPTH16","FFRPTH14","FSRPTH14","PCT_SNAP16","METRO13","MEDHHINC15","POVRATE15","PCT_DIABETES_ADULTS13","PCT_OBESE_ADULTS13","X2010.Census.Population","POV_QUARTILE"
"351",2448,47039,"TN","Decatur",7.617387349,0.342876736,0.814286119,0.342876736,0.85719184,16.30435077,0,38771,19.4,15,36.3,11757,3
"352",1962,37143,"NC","Perquimans",3.401146931,0.148522204,0.856142982,0.445566612,0.445566612,15.44057095,0,42337,17.6,13.5,32.6,13453,3
"353",1692,31075,"NE","Grant",99.99999965,1.615508885,1.560062402,0,1.615508885,9.12645062,0,56646,9.2,10.4,28.3,614,3
"354",1891,37001,"NC","Alamance",22.92153078,0.192564445,0.894974367,0.808770669,0.74458252,15.44057095,1,41566,18.9,10.9,35.1,151131,3
"355",2755,48463,"TX","Uvalde",43.4342543,0.0368772,0.9895547,0.700667478,0.848176421,13.51433657,0,37700,20.7,10.5,30,26405,3
"356",2548,48049,"TX","Brown",36.29952363,0.132791544,1.138808323,0.956099116,0.690516028,13.51433657,0,41981,18.2,9.5,25.2,38106,3
"357",644,17097,"IL","Lake",35.26383711,0.161659477,0.489535787,0.772845746,0.689179876,14.36481192,1,82160,9,8.4,28.4,703462,3
"358",226,6079,"CA","San Luis Obispo",15.67889454,0.261570931,0.51816921,0.795462282,1.171694442,10.96172519,1,61761,14.4,8.5,24.5,269637,3
"359",1953,37125,"NC","Moore",20.32422465,0.214875855,0.750884007,0.719834116,1.031404106,15.44057095,0,52139,13.2,10.6,27.4,88247,3
"360",572,16041,"ID","Franklin",7.161530521,0.153598034,0.149186931,0.537593119,0.460794102,10.90800528,1,53901,9.7,7.9,30.7,12786,3
"361",3047,54107,"WV","Wood",21.29905299,0.150747359,1.023629096,0.939272006,0.742140844,19.421201,1,41133,17.3,14,35.9,23796,3
"362",1469,28135,"MS","Tallahatchie",51.18217314,0.135492175,1.296836645,0.406476526,0.338730438,18.56717545,0,29474,32.9,15.3,39.6,15378,3
"363",1983,37185,"NC","Warren",7.288276867,0.24714547,0.962810402,0.543720034,0.543720034,15.44057095,0,34149,27.3,14.4,39.2,20972,3
"364",1168,22109,"LA","Terrebonne",29.88661231,0.158831004,0.963463463,0.723563462,0.626500071,19.48120605,1,44450,20.1,11.7,39.5,111860,3
"365",1235,26007,"MI","Alpena",6.180749369,0.310473299,1.114827202,0.724437698,0.931419898,14.74092241,0,40665,16.2,11.4,32.1,29598,3
"366",1898,37015,"NC","Bertie",5.511438715,0.298418383,1.343138243,0.547100368,0.149209191,15.44057095,0,31967,24.8,14.2,35.5,21282,3
"367",2796,49037,"UT","San Juan",57.06552111,0.131138942,1.006214856,0.393416825,0.590125238,7.223609465,0,39305,28.5,10.6,26.7,14746,3
"368",985,20193,"KS","Thomas",47.03082918,0.253453301,1.055921608,0.760359904,0.760359904,8.597012543,0,50574,10.9,8.7,35,7900,3
"369",2878,51117,"VA","Mecklenburg",9.225597932,0.192357015,1.748025379,0.801487561,0.673249551,9.731570193,0,33650,20.4,13.7,30.9,32727,3
"370",2680,48313,"TX","Madison",27.8946327,0.144289734,0.744739163,1.226462737,0.721448669,13.51433657,0,40857,19.2,9.1,28.8,13664,3
"371",382,12123,"FL","Taylor",28.86027821,0.132849172,1.424276588,0.442830573,0.398547516,15.6503653,0,39116,21.2,15.4,38.9,22570,3
"372",598,17005,"IL","Bond",7.212030348,0.0579072,0.891583452,0.405350628,0.752794024,14.36481192,1,50206,14.8,10,29.6,17768,3
"373",930,20083,"KS","Hodgeman",31.9245238,0.521920668,1.069518717,0.521920668,0.521920668,8.597012543,0,54513,9.6,13.7,32,1916,3
"374",2576,48105,"TX","Crockett",7.641090395,0.524658972,0.997732426,1.311647429,1.311647429,13.51433657,0,53903,12.9,9.9,27.9,3719,3
"375",2059,39031,"OH","Coshocton",18.59338398,0.219082046,0.671639073,0.575090371,0.383393581,13.7918164,0,41643,15.1,14.6,34.3,36901,3
"376",82,2164,"AK","Lake and Peninsula",99.85810052,0.613120785,5.441741357,0,0,11.55515478,0,42120,19.3,7.4,31.9,7459,3
"377",2919,51530,"VA","Buena Vista",91.7735448,0.151446312,1.265757388,0.605785249,0.454338937,9.731570193,0,38962,17.3,9.7,25.9,43475,3
"378",4,1007,"AL","Bibb",4.230324421,0.222162979,0.864873618,0.222162979,0.222162979,16.97643575,1,40767,22.2,14.8,40.3,22915,3
"379",201,6029,"CA","Kern",14.54176899,0.211527929,0.814978654,0.628866816,0.500806665,10.96172519,1,51150,21.9,9.3,30.3,839631,3
"380",2955,53001,"WA","Adams",15.95592135,0.312842171,0.849014104,0.677824704,0.469263257,13.76915477,0,48127,16.5,11,34.4,21623,3
"381",2849,51059,"VA","Fairfax",19.00244333,0.166148296,0.330800514,0.800852367,0.661076817,9.731570193,1,112844,6.2,6.2,20.3,1081726,3
"382",924,20071,"KS","Greeley",99.99999991,0.768639508,0.771604938,0,0,8.597012543,0,44667,11.4,10.7,32.6,1247,3
"383",2113,39139,"OH","Richland",25.38189218,0.180413639,0.91723297,0.787259517,0.533040298,13.7918164,1,45273,15.1,11.9,32.8,124475,3
"384",2269,42049,"PA","Erie",26.77335787,0.143655973,0.819132028,0.664408874,0.68595727,14.55564736,1,47118,17.1,11.6,31.2,280566,3
"385",949,20121,"KS","Miami",7.642322759,0.091402108,0.467681916,0.457010542,0.700749497,8.597012543,1,62375,8.8,11,34.1,32787,3
"386",1377,27125,"MN","Red Lake",99.19236257,0.74202325,0.623908161,0.247341083,0.989364333,8.677720386,0,52244,9.7,8.7,32.8,4089,3
"387",2184,40105,"OK","Nowata",21.08767478,0.095020905,1.159740218,0.190041809,0.475104523,15.51297406,0,43341,16.4,15.1,36.4,10536,3
"388",2464,47071,"TN","Hardin",14.02459339,0.231928875,1.116346691,0.46385775,1.082334751,16.30435077,0,36765,22.7,13.8,31.9,26026,3
"389",3142,56043,"WY","Washakie",10.91540662,0.240326845,0.769075086,0.720980534,1.321797645,5.81775266,0,56088,11.2,12,27.7,7208,3
"390",350,12061,"FL","Indian River",37.17288574,0.193430279,0.790100486,0.538841491,0.808262236,15.6503653,1,49887,13,11.4,24.5,138028,3
"391",2135,40007,"OK","Beaver",38.27532441,0.182282173,0.557413601,0.182282173,0.546846518,15.51297406,0,59544,11.1,13.4,38.9,5636,3
"392",1865,36073,"NY","Orleans",12.26212788,0.166730183,0.667134265,0.428734756,0.452553354,15.01708585,1,48126,14.2,9.7,28.5,42883,3
"393",1872,36087,"NY","Rockland",20.0997621,0.327295857,0.472540139,0.790450371,0.941747513,15.01708585,1,84249,14,10.3,22.4,311687,3
"394",1109,21231,"KY","Wayne",12.45831572,0.097627648,0.998223569,0.585765889,0.341696769,14.4939772,0,29826,28,14.2,37.1,20813,3
"395",3097,55095,"WI","Polk",2.052873474,0.276262173,0.992770789,0.575546193,0.897852062,12.44343891,0,54946,10.1,11,30.3,70019,3
"396",1357,27085,"MN","McLeod",24.92405224,0.111476506,0.799806558,0.668859038,0.501644278,8.677720386,0,60549,8.6,9.2,31.1,36651,3
"397",979,20181,"KS","Sherman",71.58454725,0,1.005867561,1.47299509,1.309328969,8.597012543,0,42491,16.5,9.4,29.9,6010,3
"398",1630,30063,"MT","Missoula",22.14369836,0.186361861,0.58268033,0.745447446,0.931809307,11.29944749,1,44998,15.8,5.2,22.2,109299,3
"399",64,1127,"AL","Walker",11.72531766,0.152739381,1.15443225,0.626231461,0.519313895,16.97643575,1,37305,20.6,16.7,33.2,67023,3
"400",618,17045,"IL","Edgar",35.98344093,0.168152009,0.796994193,0.448405358,0.784709377,14.36481192,0,50306,13.9,10.1,30.3,18576,3
"401",1359,27089,"MN","Marshall",63.38047088,0.530954656,0.956313456,0.212381863,0.955718382,8.677720386,0,55889,8.3,9.7,29.7,9439,3
"402",114,5005,"AR","Baxter",11.12429912,0.17132927,0.878752456,0.783219522,0.758743912,13.64746166,0,36902,16.4,16,32.3,41513,3
"403",3084,55071,"WI","Manitowoc",16.89898922,0.124750499,0.4976782,0.424151697,0.873253493,12.44343891,0,51951,10.7,8.6,30.8,134063,3
"404",929,20081,"KS","Haskell",100,0.48709206,1.248127808,0.24354603,1.217730151,8.597012543,0,59356,11.2,9.8,33.9,4256,3
"405",2021,38061,"ND","Mountrail",13.11907397,0.511142916,0.951962507,0.613371499,0.817828665,7.195442455,0,65606,11.2,12.6,35.9,7673,3
"406",3102,55105,"WI","Rock",28.90944422,0.155098394,0.757435136,0.645209321,0.763084101,12.44343891,1,54107,13.9,10.2,36.9,14755,3
"407",25,1049,"AL","DeKalb",3.768654688,0.197002744,1.156558533,0.605079856,0.436220362,16.97643575,0,37305,20.6,13.4,30.4,71109,3
"408",2877,51115,"VA","Mathews",0,0.226346763,0.683215668,0.565866908,0.905387053,9.731570193,1,56119,10.2,11.9,27.8,8978,3
"409",287,8083,"CO","Montezuma",16.43290688,0.271612603,0.682124029,0.543225206,1.435666615,8.549519948,0,42975,19.3,6.5,21.7,25535,3
"410",2843,51045,"VA","Craig",11.23788904,0.573175392,0.872431175,0,0.382116928,9.731570193,1,47832,11.9,10.7,27.8,5190,3
"411",2969,53029,"WA","Island",24.57020811,0.163986124,0.394299498,0.378429518,0.756859035,13.76915477,0,60567,8.4,9.4,27.4,29872,3
"412",921,20065,"KS","Graham",21.62417851,0.389711613,1.170046802,0.779423227,0.779423227,8.597012543,0,45018,12.2,11.1,28.9,2597,3
"413",1017,21047,"KY","Christian",25.60778206,0.175084175,0.870755069,0.579124579,0.430976431,14.4939772,1,39840,20.3,10.8,36.5,73955,3
"414",1792,34035,"NJ","Somerset",34.94775115,0.222510885,0.400747863,0.790815713,0.859974501,9.742132261,1,99059,5.5,8.4,22.6,323444,3
"415",1495,29023,"MO","Butler",16.51193505,0.186167737,1.210837876,0.721399981,0.744670949,12.8651075,0,35509,23.4,11.7,35.1,42794,3
"416",2142,40021,"OK","Cherokee",22.29250799,0.124118243,1.115674196,0.537845721,0.599904843,15.51297406,0,40600,21.5,14.6,35.5,46987,3
"417",2959,53009,"WA","Clallam",24.03884661,0.220037131,0.78896786,0.536340507,1.16894726,13.76915477,0,46708,15.6,11.4,26.3,425363,3
"418",376,12111,"FL","St. Lucie",36.86657124,0.123699438,0.679701714,0.474181178,0.539466993,15.6503653,1,45918,16.4,11.5,27.9,277789,3
"419",2756,48465,"TX","Val Verde",40.1241303,0.061257,0.746711401,0.632988933,0.428798955,13.51433657,0,42465,22.1,8.7,30,48879,3
"420",2126,39165,"OH","Warren",35.54663681,0.135343027,0.45435261,0.58648645,0.559417845,13.7918164,1,81383,5.2,9.7,29.9,212693,3
"421",35,1069,"AL","Houston",18.06134011,0.15356118,1.33181492,0.930964652,0.739013177,16.97643575,1,43568,18.3,13.7,32.8,101547,3
"422",2631,48215,"TX","Hidalgo",34.73428347,0.081821934,1.022541811,0.436784735,0.458443482,13.51433657,1,35441,31.1,9.7,34.4,774769,3
"423",2301,42113,"PA","Sullivan",30.90965159,0.473260767,1.167780131,0.631014356,1.577535889,14.55564736,0,43844,13.5,13.1,31.1,6428,3
"424",419,13065,"GA","Clinch",10.07168677,0.146391451,1.73280617,0.731957254,0.292782901,16.41494763,0,31848,28.2,12.9,29.6,6798,3
"425",1812,35029,"NM","Luna",25.58038002,0.081060268,1.036128153,0.770072549,0.891662951,22.76369944,0,27151,30.9,10.6,24.3,25095,3
"426",2564,48081,"TX","Coke",99.97629203,1.2292563,1.582924837,0,0.921942225,13.51433657,0,42498,13.5,12.6,28.1,3320,3
"427",2054,39021,"OH","Champaign",1.564028148,0.255571458,0.671019692,0.48558577,0.357800041,13.7918164,0,58837,10.8,13.2,37,40097,3
"428",406,13037,"GA","Calhoun",13.75553386,0.154726907,1.199135568,0.154726907,0.773634535,16.41494763,0,30972,37.5,14.4,34.4,6694,3
"429",1368,27107,"MN","Norman",31.70191348,0.301250188,0.911992704,0.150625094,0.301250188,8.677720386,0,50775,11.7,9.1,28.2,6852,3
"430",1366,27103,"MN","Nicollet",31.84378676,0.0604357,0.59568131,0.574139546,0.392832321,8.677720386,1,58839,10.7,7.7,29.9,32727,3
"431",1102,21217,"KY","Taylor",16.74147088,0.237557905,0.876087727,0.752266698,0.435522825,14.4939772,0,35700,23,14,35.4,24512,3
"432",1296,26129,"MI","Ogemaw",0.051518946,0.190123105,1.490942722,0.808023195,1.045677076,14.74092241,0,37057,19.4,13.6,35.6,21699,3
"433",1686,31063,"NE","Frontier",97.02777864,1.478743068,1.144601297,0,0.369685767,9.12645062,0,50700,12.6,9.7,35.5,2756,3
"434",817,19055,"IA","Delaware",8.762064688,0.114955742,0.572324503,0.287389355,0.977123807,12.08335234,0,59260,10.2,10.6,33.9,17764,3
"435",667,17143,"IL","Peoria",25.50342065,0.288278285,0.878349891,0.720695712,0.827465447,14.36481192,1,53781,15.6,9.6,28.8,186494,3
"436",896,20015,"KS","Butler",26.36003388,0.075497909,0.50976004,0.770078669,0.483186616,8.597012543,1,61473,10.6,9.9,31.9,65880,3
"437",1265,26067,"MI","Ionia",8.701251109,0.139981958,0.856271018,0.404392323,0.52882073,14.74092241,0,51013,14.2,10.3,38,63905,3
"438",2774,48501,"TX","Yoakum",19.82933069,0.241370987,1.129044926,0.844798455,1.086169442,13.51433657,0,59752,11.1,8.6,26.7,7879,3
"439",2673,48299,"TX","Llano",31.04130138,0.153767299,0.933110696,0.973859559,0.768836494,13.51433657,0,46366,14.8,13.3,27,19301,3
"440",1629,30061,"MT","Mineral",46.66319938,0.704721635,1.633205864,0.234907212,1.174536058,11.29944749,0,39584,16.4,10.8,27.7,4223,3
"441",463,13153,"GA","Houston",37.02280549,0.093889787,1.036996621,0.838301668,0.523100241,16.41494763,1,55860,15.2,13.2,31,139900,3
"442",559,16015,"ID","Boise",63.72571563,0.293083236,1.122964627,0.146541618,1.905041032,10.90800528,1,52728,14.4,9.6,22.4,7028,3
"443",1382,27135,"MN","Roseau",29.45233158,0.382677467,0.767950851,0.510236622,0.892914089,8.677720386,0,54416,9.4,9.3,29.3,15629,3
"444",1988,37195,"NC","Wilson",3.666003141,0.233412366,1.256209615,0.663382514,0.552818761,15.44057095,0,41276,19.9,12.4,36.8,81234,3
"445",1726,31143,"NE","Polk",5.763660794,0.569151964,1.041066052,0.379434642,0.569151964,9.12645062,0,61965,7.9,9,29.5,5406,3
"446",53,1105,"AL","Perry",8.323571678,0.407083249,1.25339461,0.101770812,0.610624873,16.97643575,0,26218,40,21.7,43,10591,3
"447",1245,26027,"MI","Cass",8.169238547,0.174391567,0.668617609,0.271275771,0.561928383,14.74092241,1,49889,14.8,12.2,35.3,52293,3
"448",1224,25013,"MA","Hampden",22.28941348,0.209329696,1.020705123,0.625853072,0.715565799,11.36341916,1,51415,17.1,11.1,27.5,463490,3
"449",1557,29147,"MO","Nodaway",45.1046101,0.0433257,0.665343332,0.51990815,0.51990815,12.8651075,0,44119,22.9,10.6,29.7,23370,3
"450",2811,50009,"VT","Essex",29.97863394,0.326530612,0.580202936,0.163265306,0.816326531,12.51148746,0,41764,14.3,10.2,29.8,6306,3
"451",2328,45023,"SC","Chester",16.73291281,0.247394625,1.512279502,0.494789251,0.556637907,15.46667193,1,35006,25.7,13.8,36.1,33140,3
"452",2704,48361,"TX","Orange",25.40711441,0.131842317,0.98374998,0.767082569,0.359569954,13.51433657,1,51156,16.1,8.9,29.5,81837,3
"453",77,2105,"AK","Hoonah-Angoon",99.39092036,0,2.887391723,0,0,11.55515478,0,53726,16.2,7.3,31.8,2150,3
"454",2462,47067,"TN","Hancock",0.975796623,0.150217816,1.62181339,0.150217816,0.300435632,16.30435077,0,27987,30.1,13,30.6,6819,3
"455",851,19123,"IA","Mahaska",22.94849961,0.134108181,0.916700479,0.402324542,0.581135449,12.08335234,0,50335,14.4,10.1,31.9,22381,3
"456",1267,26071,"MI","Iron",11.06934375,0.26345833,1.332440077,0.790374989,1.229472205,14.74092241,0,36570,14.6,13,29.1,11817,3
"457",1852,36047,"NY","Kings",0.015700271,0.926465209,1.242702014,0.76054822,0.735756027,15.01708585,1,51026,22.3,10.3,22.7,2504700,3
"458",1129,22031,"LA","De Soto",23.98103999,0.073686537,0.859454615,0.29474615,0.442119225,19.48120605,1,41691,24.9,14.1,38.9,26656,3
"459",1755,32015,"NV","Lander",15.43449591,0.332834082,0.847655793,0.332834082,0.998502247,14.93273262,0,76713,10.8,7.8,30.4,5775,3
"460",2661,48275,"TX","Knox",47.13617241,0.518403318,1.050972149,0.259201659,0.518403318,13.51433657,0,43238,19.2,11.2,26.6,3719,3
"461",561,16019,"ID","Bonneville",23.12215314,0.082855381,0.658605983,0.672049198,0.727286118,10.90800528,1,54008,13.2,8.5,29.4,104234,3
"462",2751,48455,"TX","Trinity",3.040562687,0.140607424,1.090569173,0.35151856,0.281214848,13.51433657,0,37213,19.5,11.5,27.4,14585,3
"463",86,2188,"AK","Northwest Arctic",57.45132179,0.907088247,2.769451323,0.25916807,0.129584035,11.55515478,0,53774,26.3,6.5,32.4,9430,3
"464",2226,41035,"OR","Klamath",36.55215256,0.27499809,0.945672732,0.549996181,1.008326331,17.72200324,0,42384,19.9,10.8,29.9,66380,3
"465",28,1055,"AL","Etowah",22.30185466,0.125566256,1.146438646,0.763056476,0.550559736,16.97643575,1,42145,19,16.8,35.1,104430,4
"466",1013,21039,"KY","Carlisle",2.262358209,0.200883889,1.78510127,0.401767778,0.602651667,14.4939772,0,43144,14.8,13.1,33.4,5104,4
"467",1157,22087,"LA","St. Bernard",46.21215001,0.270215497,1.170985817,0.720574658,0.675538742,19.48120605,1,41540,20.4,13.8,35.5,35897,4
"468",1429,28055,"MS","Issaquena",42.47263692,0,1.545595054,0,0,18.56717545,0,28859,40.4,15.5,34.4,1406,4
"469",2055,39023,"OH","Clark",24.31669389,0.139139095,0.834038154,0.915388784,0.388124844,13.7918164,1,47651,15.1,12.9,31.5,138333,4
"470",2483,47109,"TN","McNairy",9.847836435,0.152282331,1.108540582,0.647199909,0.609129326,16.30435077,0,37337,18.9,16.9,38.6,26075,4
"471",1220,25005,"MA","Bristol",28.95599477,0.187659917,0.881208761,0.696506999,0.844469626,11.36341916,1,59839,12.6,11.1,28.3,548285,4
"472",2463,47069,"TN","Hardeman",27.40637739,0.269593684,0.976344932,0.308107067,0.308107067,16.30435077,0,37729,24.2,14.7,37.8,27253,4
"473",1491,29015,"MO","Benton",9.965435068,0.159523556,0.897959906,0.265872594,1.169839413,12.8651075,0,34156,18.7,13.9,31.2,19056,4
"474",2027,38073,"ND","Ransom",16.2857988,0.183621006,0.909819887,0.550863019,0.734484025,7.195442455,0,60122,9.1,10.4,33.1,5457,4
"475",403,13031,"GA","Bulloch",6.371609971,0.152593394,1.198888324,0.776839097,0.707478464,16.41494763,0,36544,29.9,12,33.5,70217,4
"476",2947,51770,"VA","Roanoke",18.39848049,0.251438227,1.333701251,0.885062558,1.28736372,9.731570193,1,39587,21.3,11.9,31.9,24802,4
"477",1642,30087,"MT","Rosebud",24.12589852,0.643362642,0.897311654,0.536135535,0.536135535,11.29944749,0,51732,18.8,11.7,35.6,9233,4
"478",1826,35057,"NM","Torrance",39.735921,0.128114791,0.724306191,0.448401768,0.448401768,22.76369944,1,35950,26.2,9.9,26.1,16383,4
"479",1665,31021,"NE","Burt",0.671959097,0.304275065,1.069355332,0.304275065,1.217100259,9.12645062,0,49792,11.6,10.3,31,6858,4
"480",2260,42031,"PA","Clarion",5.383321219,0.231833286,1.05375674,0.592462842,0.927333144,14.55564736,0,39988,17.4,11.7,33.8,39988,4
"481",137,5051,"AR","Garland",28.24126506,0.174677873,0.89080843,0.873389367,1.027516903,13.64746166,1,37723,19.3,14.5,32.3,96024,4
"482",2050,39013,"OH","Belmont",14.21335407,0.273534789,0.847009256,0.777414664,0.518276443,13.7918164,1,45675,14.6,15.1,33.5,70400,4
"483",2972,53035,"WA","Kitsap",32.8028071,0.196708671,0.547560335,0.625533572,0.708151214,13.76915477,1,65814,9.9,8.7,29.6,40915,4
"484",2590,48133,"TX","Eastland",21.69785995,0.220070423,1.322461785,0.935299296,0.715228873,13.51433657,0,41944,18.1,12.2,28.2,18583,4
"485",2348,45063,"SC","Lexington",24.28500979,0.151140028,1.018532754,0.791685859,0.698122985,15.46667193,1,55413,13.2,9.9,33.4,262391,4
"486",2394,46065,"SD","Hughes",23.40637601,0.226731663,0.601325758,0.510146242,0.850243737,11.06436622,0,60582,10.8,9.5,28.3,17022,4
"487",1664,31019,"NE","Buffalo",19.65078159,0.207365627,0.565309249,0.870935634,0.912408759,9.12645062,0,55813,13,6.7,30.1,46102,4
"488",433,13093,"GA","Dooly",1.674792461,0,1.259415341,0.422892585,0.140964195,16.41494763,0,32323,33.8,14.8,34.7,14918,4
"489",2906,51179,"VA","Stafford",25.7623793,0.085719184,0.479700196,0.542888165,0.500028573,9.731570193,1,95666,5.4,8.3,29.6,128961,4
"490",250,8011,"CO","Bent",25.86261095,0.355239787,0.782005346,0.177619893,0.355239787,8.549519948,0,36630,36.7,7,26.5,6499,4
"491",1943,37105,"NC","Lee",14.76709666,0.20113305,1.211922974,0.771010023,0.670443498,15.44057095,0,44294,17.1,13.5,29.9,57866,4
"492",2626,48205,"TX","Hartley",23.92075052,0.16423058,0.348007656,0,0.821152899,13.51433657,0,66231,9.9,9.6,27.3,6062,4
"493",2340,45047,"SC","Greenwood",17.55817899,0.215765247,1.323675493,0.86306099,0.719217491,15.46667193,0,42240,19.1,13.2,33.5,69661,4
"494",2350,45067,"SC","Marion",8.814352989,0.375786804,1.347475257,0.657626906,0.407102371,15.46667193,0,30528,24.4,17.2,39.9,33062,4
"495",2962,53015,"WA","Cowlitz",22.53556599,0.117493856,0.824140992,0.597260435,0.626633899,13.76915477,1,50502,15.7,11.8,32.1,38431,4
"496",1700,31091,"NE","Hooker",15.91562575,1.373626374,1.412429379,1.373626374,2.747252747,9.12645062,0,42989,8.1,10.5,26.6,736,4
"497",3061,55025,"WI","Dane",20.20720418,0.154953475,0.544447017,0.811568826,0.854181032,12.44343891,1,65416,11.2,6.3,23.7,88759,4
"498",2436,47015,"TN","Cannon",2.317469095,0,0.891138519,0.508831867,0.363451334,16.30435077,1,43864,16.4,12.9,33.3,13801,4
"499",1841,36025,"NY","Delaware",2.41360506,0.257615766,1.180721833,0.558167493,1.094867006,15.01708585,0,42907,16.9,10.8,27.9,47980,4
"500",1966,37151,"NC","Randolph",19.25041477,0.140077603,0.757702534,0.546302652,0.567314292,15.44057095,1,43216,16.4,13.7,32.2,141752,4
"501",2472,47087,"TN","Jackson",0.013780131,0.2593361,0.958268488,0.172890733,0.2593361,16.30435077,0,34651,23.6,13.8,34.7,11638,4
"502",582,16061,"ID","Lewis",48.48661575,1.042209484,1.276061943,1.042209484,0.521104742,10.90800528,0,41688,16.3,10.5,29.7,3821,4
"503",1401,27173,"MN","Yellow Medicine",32.383997,0.395687012,0.889112565,0.69245227,0.890295776,8.677720386,0,51569,12.5,9.2,29,10438,4
"504",1767,33005,"NH","Cheshire",14.12235038,0.183932208,0.729141922,0.630624713,0.748866846,7.310635716,0,60339,9.9,9,27.4,77117,4
"505",2997,54007,"WV","Braxton",19.07120854,0.207425845,1.767903623,0.553135587,0.829703381,19.421201,0,35892,23.7,15.9,32.5,24069,4
"506",780,18165,"IN","Vermillion",12.78068609,0.191168037,0.958772771,0.446058752,0.637226789,10.90555134,1,44376,12.9,14.3,33.1,16212,4
"507",1599,30001,"MT","Beaverhead",26.19552957,0.321027287,0.850973301,0.74906367,1.712145532,11.29944749,0,41083,17,7.7,24.2,9246,4
"508",1690,31071,"NE","Garfield",9.985469905,0.499251123,0.994530085,0.499251123,2.496255617,9.12645062,0,44643,11.9,9.5,28.4,2049,4
"509",280,8069,"CO","Larimer",18.899331,0.114154547,0.328683238,0.777485021,0.87312802,8.549519948,1,64935,12.2,5.2,18.7,299630,4
"510",991,20205,"KS","Wilson",12.1859731,0.221533008,1.280140624,0.553832521,1.107665042,8.597012543,0,41461,15.6,13.6,32.9,9409,4
"511",271,8051,"CO","Gunnison",12.00007854,0.317965024,0.584064684,0.890302067,3.116057234,8.549519948,0,47619,12.5,4.6,14.8,15324,4
"512",2000,38019,"ND","Cavalier",36.42685084,0.778210117,0.500827454,0.518806744,1.815823606,7.195442455,0,57200,9.4,11.2,32.1,3993,4
"513",2399,46075,"SD","Jones",99.99999981,1.025641026,2.157497303,2.051282051,4.102564103,11.06436622,0,47362,13.5,10.9,29.3,1006,4
"514",2585,48123,"TX","DeWitt",15.35426515,0.096693096,0.762840482,0.773544769,0.918584413,13.51433657,0,47365,19.2,11.6,30.6,20097,4
"515",1601,30005,"MT","Blaine",34.01274338,0.604320894,0.757460991,0.302160447,0.302160447,11.29944749,0,34667,29.6,11.9,35.6,6491,4
"516",1165,22103,"LA","St. Tammany",26.71294232,0.170850469,0.744605064,0.764759243,0.866455951,19.48120605,1,63499,12.5,9.6,27.8,233740,4
"517",505,13239,"GA","Quitman",34.95913162,0.431965443,0.856531049,0,0,16.41494763,0,29921,28.9,16.9,34,2513,4
"518",2087,39087,"OH","Lawrence",14.72610072,0.178504779,0.865203487,0.616652873,0.275871022,13.7918164,1,39698,21,15.7,38.8,62450,4
"519",2009,38037,"ND","Grant",52.3251039,0.423549343,1.682793437,0,0.847098687,7.195442455,0,40879,15.6,10.8,33.3,2394,4
"520",444,13115,"GA","Floyd",20.41805014,0.197786869,1.193558409,0.780737641,0.624590113,16.41494763,1,41130,19.6,13.6,31,96317,4
"521",2505,47153,"TN","Sequatchie",0.063943295,0,1.208296973,0.816104461,0.340043526,16.30435077,1,43207,18.7,13.5,28.3,14112,4
"522",2542,48037,"TX","Bowie",21.72945567,0.160814795,0.819482918,0.997051729,0.589654248,13.51433657,1,42515,18.6,12.7,32.4,92565,4
"523",682,17173,"IL","Shelby",24.29915035,0.181422351,0.920937514,0.317489115,0.816400581,14.36481192,0,49633,11.6,10.1,30.6,22363,4
"524",439,13105,"GA","Elbert",23.14060286,0.308673732,1.462675652,0.565901842,0.25722811,16.41494763,0,35814,23.7,13,31.1,20166,4
"525",2584,48121,"TX","Denton",18.57490421,0.087607169,0.372848909,0.65572639,0.585375178,13.51433657,1,75898,8,8,22.1,662614,4
"526",1924,37067,"NC","Forsyth",36.58833065,0.208049319,0.891180432,0.747335052,0.744597561,15.44057095,1,47346,18.1,11.2,31.4,350670,4
"527",802,19025,"IA","Calhoun",2.735491197,0.4054328,0.9733225,0.4054328,0.709507399,12.08335234,0,49206,12.5,10.7,32.4,9670,4
"528",2024,38067,"ND","Pembina",46.20360529,0.701459035,0.707313623,0.140291807,0.982042649,7.195442455,0,58683,8.8,12.1,32.1,7413,4
"529",2656,48265,"TX","Kerr",29.91456265,0.098888493,0.792818681,0.771330248,0.791107947,13.51433657,0,47389,14.3,13.4,26.7,49625,4
"530",1172,22117,"LA","Washington",10.62853482,0.280862464,1.360397322,0.626539342,0.324072074,19.48120605,0,33453,26.2,15,37.4,47168,4
"531",724,18053,"IN","Grant",17.95437762,0.102086949,1.090577707,0.714608642,0.525018594,10.90555134,0,39984,18,14.8,37.3,70061,4
"532",2242,41067,"OR","Washington",11.2832868,0.163410882,0.525213388,0.655419735,0.774425486,17.72200324,1,70417,10.5,8.4,24,529710,4
"533",938,20099,"KS","Labette",19.5328406,0.238549618,1.169862388,0.477099237,0.90648855,8.597012543,0,42323,18.2,11.3,34,21607,4
"534",2403,46083,"SD","Lincoln",9.033120184,0.116396368,0.469686121,0.310390316,0.387987895,11.06436622,1,77540,4.3,6.6,28.7,44828,4
"535",2773,48499,"TX","Wood",7.678459758,0.093344535,0.69716086,0.350042005,0.70008401,13.51433657,0,45753,16.6,11.7,30.1,41964,4
